text,AC_Political-activists,American,Arab,Atheists-,Belorus,Belorussian,Catholics,Caucasian,Caucasian-Countries,Central-Asian,China,Chinese,Christian,Dark-skinned,Eastern-religions-,English,Estonian,Females,French,Gay-Men,General,German,Germany,Homosexual-individuals,Indian,Israel,Japanese,Jewish,Jews-,Korean,Latvian,Lesbians,Lithuania,Lithuanian,Males-,Muslims-(Islam),Orientation-/-Gender-Unspecified,Orthodox-Christians,Other,Other-African,Other-Asian,Other-Christian,Other-European,PP_DP,PP_LP,PP_LS,PP_LSDP,PP_LVŽS,PP_NS,PP_Other,PP_TS-LKD,PP_Tautininkai,PV_Communist/USSR,PV_Conservative,PV_Eponyms,PV_Left/socialist,PV_Liberal,PV_OTHER,PV_Politician,PV_Pro-Russian,Pagans-,Palestine-region,Palestinians,Pedophile,Poland,Polish,Religious-people,Roma,Russia,Russian,S.Orientation-Other-,Swedish,Trans-women,Transgender-Individuals,UK,UNIVERSAL,USA,Ukraine,Ukrainian,Unspecified-ethnicity
"Tai taip, jie vokieciuose geriau gyvena nei vietiniai. Jiems viskas galima, visur jie pirmose vietose kas poreikius liecia. Ir pasipuose, ir pamaitinti, ir pinigu gauna, ir namai apstatyti pagal skoni kaip nori ir dar narkotikams lieka-ir bim bam pa uglam. O ko jiems nebegti ten..",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Tai taip, taip, ka as ir bandau pasakyti. Cia va netgi visas strapsnins apie tai ww.bostonglobe.com/ideas/2014/03/09/pu tin-long-game-meet-eurasian-union/1eKLX EC3TJfzqK54elX5fL/story.html",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai tamsta dirbi NTV, kad tau viskas aišku,o gal esi iš tų žaliūkų ,kurie nežino ,kas mums laisvė ,nepriklausomybė ,kodėl tada žmonės buvo vieningi ,ir kas tada grėsė kiekvienam ,kovojančiam už nepriklausomybę ,o tuo labiau žurnalistams bei demokratams iš Rusijos.Ši žurnalistė pasielgė teisingai ,nes palaikė kolegą.O Prezidentė pasielgė labai blogai , ji neturėjo teisės atimti apdovanojimą iš žmogaus ,kuris tada gynė mūsų nepriklausomybę ,tai lyg visiems pasakyti ,kad tos kovos nebuvo ir žurnalisto nuopelnų nebuvo,kad klaidą padarė prezidentas, įteikdamas jam apdovanojimą.Bet jeigu ir taip ,tai tai turėtų nuspręsti jau teismas,o ne Grybauskaitė ,juk ką dabar bedarytų tas žurnalistas ,visa tai nekeičia jo drąsaus poelgio . Man labai graudu ,kad mūsų vadovai elgiasi neapgalvotai su vyriausybiniais apdovanojimais ,netgi juokingai ,lyg tėvas padovanojęs vaikui žaislą ,busi geras turėsi ,nusikalsi atimsiu.Juk tas apdovanojimas yra visai nesusijęs su dabartiniu žurnalisto poelgiu.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tai tarimas nekinta. Todėl ir rašome pagal skambesį. O rašyba keičiasi kiekvienoj šaly. Ir čia mes nebūsim pirmieji. Arba socdemai Lietuvoj bus paskutiniai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai tik dar kartą įrodė, kad kuo mažiau šalyje katalikybės, tuo šalis sėkmingiau vystosi, mažiau korupcijos, daugiau savarankiškumo.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai tik pradzia. Jus net nesuvokiat kokia gyvate ant krutines Lietuva pasidejo isileisdami dauguma baltarusu.
Jie mokinami nuo mazens, kad Lietuva, o ypac Vilnius turi buti ju ir tt. Atvykus rusui i Lietuva jie butu pirmi kurie stotu i ju puse. Nera jie visi tokie, bet patikekit - dauguma.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tai tik tokiais rusischkais dejimais sugebi ginti savo maskoliu kniaziu Vitora?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai tu cia turi omeny,kad rusai prisiko ukrainoje ir netgi aneksavo dali ju teritorijos?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai tu manai,kad ateje rusai atnestu tau kazkokiu dovaneliu? O gal automato vamzdi duotu pauostyti ir ismestu tave is tavo buto(geriausiu atveju,arba tiesiog nusautu),nes jiems reiketu kazkur gyventi?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai tu žiūrėk, kas tau draudžia? Jų tiesiog netransliuoja per lietuvišką retransliavimo tinklą, o iš palydovo gali žiūrėti kiek tik lenda. Eik išsiblaivyk prieš pasipiktinimą reikšdamas.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai tuoj arabai gales Olandijoje savo pase herogllifais raysyti ane? Lietuvos zydu pasas ir gi gali buti ju rasmenimasis reaytas aerne? Rasybos simboli tu, neviskas tik varneles, ir dvigubos w. Beje Memel varda reikia grazinti Klaipedai koks ir buvo 600 metu, ar ne?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tai turbut turkus ir kitus musulmonus isskiete rankom pasitiko jeigu jau lenku ir lietuviu bijo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai va,prasciokeliai.Nesugebejo sajudistai pasalinti komuniagu su kgbistais nuo valdzios.Be to,visi jus prabalsavote uz brazausko gauja,o ten-visa paslemeku,pedofilu,vagiu gauja.Visi valdziapedgyviai del pedofilijos skandalo dreba,laiko kompropmatais pakabine seima.Rusynui reikia teritorijos,jusu rinkta lesbe su konservu ir socdemu komuniagomis daro viska,kad tautele issiskerstu ar isvyktu vergijon-uz tai mokama.Linksminkites!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai vat ,pagal istorija Leninas buvo zydas.O Stalinas gruzinas.prie ko cia rusai?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tai vis dėl to su kiniečiais reikalas nepraėjo? Liūdna ane verslininkai?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai visi 3 mln Lietuvos gyventojų – pensininkai? Ar tikrai? :) Ech, kaip siutina megztaberečius geros naujienos. Jie kur kas labiau džiaugtųsi, jei Lietuvoje nė vieno žmogaus neliktų, kad tik galėtų socdemus apkaltinti. Toks tas konservatoriškas „patriotizmas“. :)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai zinoma, kam kelt algas, jai tokiam ruberoidui ju saly atlygis 2-5 doleriai kaip gera alga, - bet palaukit dar parodys jie savo "" balta sypsena "", ar nepradesit kaukt 🤣🤣🤣",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tai į Rusiją reikia vizų.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai žurnaliste, vakar šventei prancūzų pergalę, kad tau šeštadienio rytas jau sekmadienis? Bažnyčioje jau buvai nuodėmes išpažinti, aaa???",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai, kad "" religijos"" skyrelis kunigėliam nereikalingas... Jeigu ir rašo komentarus ten koks kunigiukas, tai pasivadina "" daktariuku"" , "" avinuku"" , "" boba"" ar dar kuo nors, bet savo profesiją nurodyti vengia. O vengia todėl, kad šėtono tarnai žydai tiesos bijo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai, kad ""religijos"" skyrelis kunigėliam nereikalingas... Jeigu ir rašo ten koks kunigiukas, tai pasivadina ""daktariuku"", ""avinuku"", ""boba"" ar dar kuo nors, bet savo profesiją nurodyti vengia. O vengia todėl, kad šėtono tarnai žydai tiesos bijo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai, kad Kubiliui įtaką ne partneriai ir ne Lietuvos žmonės daro. Kubiliui veiklą reguliuoja Maskvos žydai paprastu dekretu: Skurdinti ir durnyti lietuvius, kol lietuviai savo noru prisijungs prie Rusijos.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai, kad daugiau nera uz ka ir balsuoti,juk nebalsuosi uz komunistus socdemus ir koncervus. Tik uz intelektualus, uz DRASOS KELIA!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai, kad konservatoriams tinka komunistų išėdos, jokia naujiena: konservai buvo savo premjeru pasistatę Paksą, DOSAAF'o lyderį. Tiesa, konservatorių gretose buvusių TSKP narių, procentais skaičuojant, yra daugiau, negu pas tikruosius AMB-aliečius. Dabar vėl lipama ant to paties grėblio - manoma, jog Grybauskaitė, kaip partškolos skyriaus vedėja, yra kuo nors geresnė už restauratorių Kirkilą, tos pačios partškolos studentą-absolventą.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai, kad socdemai, kaip velnias kryžiaus, bijo naujų liustracijos įstatymo pataisų, konservatoriai kalti mažiausiai. Tai, kad socdemai pabėgo iš Seimo posėdžių salės, nenorėdami tęsti jau pradėto darbo (priminsiu, kad dėl rezervistų jau balsuota) liustracijos įstatymų keitimui kaip tik ir įrodo, kad tai juos labiausiai liečia. Tėvynės Sąjungos frakcijos reakcija buvo gan greita ir buvo adekvati. Jie nebalsavo dėl kito socdemų siūlomo įstatymo. Tai kas negerai ir kur jūs matote prisitaikėliškumą? Ir dar. Jei norite, kad mūsų diskusija įgautų nors kiek padoresnę raišką, siūlau išmesti iš būsimo teksto visokius ""laižymus ir AMB'o suverenitetus"" ir panašius ""perliukus"". Gal jūs, kolega, galite atsakyti į paskutinį 285 nr Pikasiuko klausimą?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai, kad tu nusikalbi juodai. Netgi foto yra, kur spec. rusu padalinys Ukrainoje, ir yra senis su barzda. Tas pats senis, yra foto, kur nufotografuotas dar 2008m. Cecenijoje, vilkintas rusu spec. tarnybos uniforma, ant kurios emblema spec. tarnybos. Tai ka tu cia skiedi, komunistine utele. Uz toki ilga komentara bemaz kokius 100 rubliu turesi gauti.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tai, kas vyksta Ukrainoje, yra ukrainiečių tautos gryninimosi procesas. Jis ir turi būti skausmingas. Kuo daugiau skausmo gimstant, tuo paskui lengviau ir paprasčiau. Ir priešingai - kai lengvai gaunama Nepriklausomybė, ji mažai vertinama ir nuolat kvestionuojama. Ukrainiečių tautai ateinantys 20-30 metų bus be galo sunkūs. Galbūt netgi visi 50. Iš rusų pakraščio gimsta nauja tauta, kuri nebus rusais ir visiškai nebus panaši į rusus. Dar daugiau - jie bus alergiški viskam, kas susiję su Rusija!Gimsta tauta, kuri nebenorės būti tapatinama su Rusija ir rusais. Kuri laikys pažeminimu ir įžeidimu bet kokius mėginimus tapatinti ją su Rusija. Ukraina bus matyt žymiai mažesnė, bet tauta bus grynesnė, vieningesnė ir darnesnė. Neįsivaizduoju, koks jiems gyvenimas būtų vienoje valstybėje su tais, kas juos išdavė. Jie patys turėtų norėti atsikratyti Doneckais, Luhanskais ir Charkovais, nesvarbu, kokie ten turtai būtų ir kokia ten pramonė būtų. Ras savo vietą ES ir klestės. Skirtingai nuo savo kompleksuose ir fašistinėje neapykantoje burbuliuojančios Rusijos. Lietuva juk irgi neturi jokių žemės turtų ir jokios superpramonės.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
